Index,Product ID,Product Title,Raw Description,Brand,Category,Target Language
42,JBSSEyqJCp,Fast Speakerphone,"Fast Speakerphone by Reyes, Mcbride and Rosales is a premium; compact product for customers shopping in Beauty & Personal Care.",Lawrence-Keith,Beauty & Personal Care,Italian
43,G6kjG3wyBh,Pro Freezer Mixer Lock,Pro Freezer Mixer Lock by Hudson-Moore is a portable; wireless; eco-friendly product for customers shopping in Bedding & Bath.,Wright-Gibson,Bedding & Bath,Portuguese
44,kB1IW1Ptne,Fast Thermostat Camera Watch Prime Wireless,Fast Thermostat Camera Watch Prime Wireless by Baxter-Marquez is a compact; wireless; waterproof; premium product for customers shopping in Automotive.,Vincent Ltd,Automotive,German
45,HaqWQr2uxh,Scanner Shaver Powerbank,Scanner Shaver Powerbank by Cameron and Sons is a eco-friendly; premium product for customers shopping in Sports & Outdoors.,Mercer and Sons,Sports & Outdoors,French
46,r9on96e5F2,Fast Mixer Drone Fan Eco Rechargeable,Fast Mixer Drone Fan Eco Rechargeable by Goodman-Richardson is a wireless; lightweight product for customers shopping in Skincare.,Parks LLC,Skincare,Portuguese
47,WrGKpGIHRZ,Ultra Brush Go Advanced,"Ultra Brush Go Advanced by Holloway, Oneal and Cohen is a rechargeable; portable; lightweight product for customers shopping in Beauty & Personal Care.",Rivers-Weiss,Beauty & Personal Care,German
48,8tjtUUFQ0h,Pro Kettle One Automatic,"Pro Kettle One Automatic by Medina, Washington and Cain is a compact; lightweight product for customers shopping in Camping & Hiking.",Robles Group,Camping & Hiking,Italian
49,qUXmmAkhoa,Rechargeable Heater Silent,Rechargeable Heater Silent by Simon-Carpenter is a portable; lightweight product for customers shopping in Home & Kitchen.,Johnston-Johns,Home & Kitchen,Dutch
50,qrB1it3LGM,Ultra Cooler Eco Go Smart,Ultra Cooler Eco Go Smart by Massey-Stuart is a eco-friendly; lightweight; premium; portable product for customers shopping in Furniture.,Braun-Ho,Furniture,French
51,nQrBVbe52U,Fridge Fan Lamp,Fridge Fan Lamp by Downs PLC is a rechargeable; waterproof; wireless product for customers shopping in Men's Clothing.,Castaneda-Lang,Men's Clothing,Spanish
52,CfWMBWU4PG,Brush,Brush by Lara Group is a lightweight; portable; waterproof; compact product for customers shopping in Furniture.,Zuniga-Potts,Furniture,German
53,li41q5KRmo,Shaver,Shaver by Webster Group is a premium; wireless; lightweight product for customers shopping in Books & Stationery.,Barr-Webb,Books & Stationery,Italian
54,fZhXdJM0O4,Eco Speakerphone Oven,"Eco Speakerphone Oven by Herrera, Mcgee and Rogers is a rechargeable; waterproof product for customers shopping in Health & Wellness.","Cannon, Campos and Davila",Health & Wellness,Dutch
55,iJBROnw8od,Cooler,Cooler by Costa-Brennan is a waterproof; portable; rechargeable product for customers shopping in Kids' Clothing.,Rich Group,Kids' Clothing,Italian
56,4CdqaVgDm6,Digital Lamp Speakerphone Headphones Wireless,Digital Lamp Speakerphone Headphones Wireless by Mccullough-Vega is a wireless; portable; eco-friendly; compact product for customers shopping in Office Supplies.,Wolfe-Tate,Office Supplies,Italian
57,ALY593FWHP,Headphones,Headphones by Benjamin-Barron is a wireless; compact; waterproof product for customers shopping in Men's Clothing.,Simmons-Aguirre,Men's Clothing,French
58,tHNxXsrMWi,Ultra Thermostat Silent Silent,"Ultra Thermostat Silent Silent by Barrera, Gamble and Fox is a compact; lightweight product for customers shopping in Fitness Equipment.","Logan, Bird and Reeves",Fitness Equipment,German
59,heRGd1BiQU,Compact Powerbank Pro Compact,"Compact Powerbank Pro Compact by Oconnor, Frank and Proctor is a rechargeable; wireless; compact product for customers shopping in Women's Clothing.",Andersen-Pineda,Women's Clothing,German
60,ccw9nZGSSO,Ultra Grill Grill Scale Rechargeable Sense,Ultra Grill Grill Scale Rechargeable Sense by Barton-Benjamin is a lightweight; rechargeable; waterproof; wireless product for customers shopping in Fishing & Hunting.,"Pruitt, Shaffer and Banks",Fishing & Hunting,Spanish
61,e134xuzAyN,Wireless Keyboard Fast Prime,Wireless Keyboard Fast Prime by Swanson-Rush is a wireless; compact; lightweight product for customers shopping in Shoes & Footwear.,"Moss, Cline and Harmon",Shoes & Footwear,Portuguese
62,m8C0wxBwvy,Projector Oven Thermostat,Projector Oven Thermostat by Obrien-Barnes is a wireless; portable; waterproof product for customers shopping in Home Decor.,"Waller, Miller and Burnett",Home Decor,Spanish
63,hVuMmtHLSd,Smart Oven Scale Max Silent Rechargeable,"Smart Oven Scale Max Silent Rechargeable by Blackwell, Robinson and Rodgers is a wireless; premium product for customers shopping in Fitness Equipment.",Houston and Sons,Fitness Equipment,Italian
64,VQtpa4CUaJ,Mini Thermostat Digital Clean Edge,Mini Thermostat Digital Clean Edge by Reese Ltd is a rechargeable; portable; waterproof product for customers shopping in Grooming Tools.,"Huber, Bowers and Bentley",Grooming Tools,Spanish
65,wzihsByrbk,Smart Stove Light Mini,"Smart Stove Light Mini by Reilly, Walls and Peters is a premium; compact product for customers shopping in Sports & Outdoors.",Fuentes and Sons,Sports & Outdoors,Spanish
66,ZHaDdmAcVL,Speaker Tablet Headphones,Speaker Tablet Headphones by Gardner Group is a portable; eco-friendly; lightweight; premium product for customers shopping in Bedding & Bath.,Benton-Mcdonald,Bedding & Bath,Spanish
67,03Bl5irx9n,Clean Camera Treadmill Heater Go One,Clean Camera Treadmill Heater Go One by Sexton PLC is a waterproof; rechargeable; premium; portable product for customers shopping in Haircare.,Forbes and Sons,Haircare,French
68,zOhH9tWxsp,Advanced Trimmer Stove Portable 360 Touch,Advanced Trimmer Stove Portable 360 Touch by Mejia Group is a lightweight; rechargeable product for customers shopping in Health & Wellness.,Porter-Blake,Health & Wellness,Spanish
69,mMIrt5Vxqz,Headphones,Headphones by Montes PLC is a portable; compact product for customers shopping in Skincare.,Adams LLC,Skincare,Italian
70,LWEt0HKuhZ,Smart Powerbank Scooter Smart Max Digital,Smart Powerbank Scooter Smart Max Digital by Boyer Group is a waterproof; lightweight product for customers shopping in Clothing & Apparel.,Barber-Garrett,Clothing & Apparel,German
71,Wmc2b4n6ew,Ultra Fan Iron Clock Compact Silent Air,Ultra Fan Iron Clock Compact Silent Air by Wright Ltd is a rechargeable; compact; lightweight; premium product for customers shopping in Laptops & Computers.,"Schultz, Wiley and Ray",Laptops & Computers,French
72,tmuSJfPa2W,Automatic Stove Blender Oven,Automatic Stove Blender Oven by Poole Ltd is a lightweight; wireless; rechargeable product for customers shopping in Laptops & Computers.,Wiggins-Crosby,Laptops & Computers,German
73,6OUIi12ozJ,Watch,Watch by Ferguson-Neal is a wireless; rechargeable; premium; waterproof product for customers shopping in Laptops & Computers.,"Allison, Winters and Richmond",Laptops & Computers,Portuguese
74,2s6nzt8FnB,Clock,"Clock by Irwin, Huffman and Meyers is a eco-friendly; compact; waterproof product for customers shopping in Team Sports.","Wells, Schaefer and Fuller",Team Sports,Spanish
75,zFIlQm3Tkq,Smart Lamp Blender Drone,Smart Lamp Blender Drone by Ayala LLC is a premium; waterproof; portable product for customers shopping in Home Decor.,Trujillo Inc,Home Decor,Portuguese
76,Psg93BFJdl,Silent Lamp Lamp Kettle Automatic Go Max,Silent Lamp Lamp Kettle Automatic Go Max by Boyd-Gonzalez is a eco-friendly; lightweight; wireless product for customers shopping in Bedding & Bath.,Andrews Group,Bedding & Bath,Italian
77,wQkIUhiZEE,Portable Vacuum Printer Wireless Max,"Portable Vacuum Printer Wireless Max by Hale, Winters and Riggs is a rechargeable; eco-friendly; waterproof product for customers shopping in Automotive.",Vazquez PLC,Automotive,Portuguese
78,jIFyeNEUtY,Clean Treadmill,Clean Treadmill by Shannon LLC is a compact; waterproof product for customers shopping in Laptops & Computers.,Huerta Ltd,Laptops & Computers,Portuguese
79,h1jufEHbbN,Silent Lamp Lamp,Silent Lamp Lamp by Harrington LLC is a premium; portable; eco-friendly; waterproof product for customers shopping in Automotive.,Cardenas Inc,Automotive,German
80,M1nWMGCirA,Shaver,Shaver by Bass and Sons is a premium; lightweight; waterproof product for customers shopping in Fragrances.,Coffey Ltd,Fragrances,German
81,LclfbfpTze,Rechargeable Radio Bicycle Cooler Wireless Touch Fast,Rechargeable Radio Bicycle Cooler Wireless Touch Fast by Odonnell and Sons is a compact; lightweight; portable product for customers shopping in Office Supplies.,Sims Group,Office Supplies,Spanish
82,NwQ2TfwMKl,Fast Vacuum Router Toaster Premium Max Digital,Fast Vacuum Router Toaster Premium Max Digital by Knight-Lawrence is a eco-friendly; portable; rechargeable product for customers shopping in Beauty & Personal Care.,"Smith, Daugherty and Blair",Beauty & Personal Care,Dutch
83,n5mSuR0UEo,Smart Fridge Freezer Lite,"Smart Fridge Freezer Lite by Bartlett, Mendoza and Munoz is a compact; eco-friendly product for customers shopping in Furniture.","Byrd, Shepard and English",Furniture,French
84,SFAqf8IxOA,Silent Scale Lite Prime,Silent Scale Lite Prime by Boone-Walls is a premium; waterproof; wireless; lightweight product for customers shopping in Headphones & Earbuds.,"Harris, Moore and Byrd",Headphones & Earbuds,German
85,4UrCJtXqQh,Wireless Lock Advanced Premium,Wireless Lock Advanced Premium by Mendoza-Thomas is a portable; eco-friendly product for customers shopping in Men's Clothing.,Andersen-Duncan,Men's Clothing,German
86,ikgTfcCEkY,Digital Dock Powerbank Speaker Ultra,Digital Dock Powerbank Speaker Ultra by Keith PLC is a eco-friendly; waterproof; lightweight; portable product for customers shopping in Team Sports.,"Stokes, Saunders and Gallegos",Team Sports,Portuguese
87,NgjVEhVDyK,Automatic Shaver 360 Advanced Edge,"Automatic Shaver 360 Advanced Edge by Duran, Hart and Hutchinson is a wireless; compact product for customers shopping in Bedding & Bath.",Hendrix and Sons,Bedding & Bath,Dutch
88,TrG3gDVb25,Smart Freezer Prime,"Smart Freezer Prime by Farmer, Buckley and Mcdaniel is a rechargeable; lightweight; wireless product for customers shopping in Bedding & Bath.",Williams-Avery,Bedding & Bath,Portuguese
89,dRHu0zH2Sz,Smart Speakerphone Oven Prime Ultra Max,Smart Speakerphone Oven Prime Ultra Max by Strickland Inc is a lightweight; portable product for customers shopping in Cycling.,Daugherty-Foster,Cycling,Italian
90,ILJDOcV6HO,Fast Shaver Air,Fast Shaver Air by Berry-Shea is a compact; premium; portable product for customers shopping in Books & Stationery.,Coffey Ltd,Books & Stationery,Italian
91,H991bbXDC7,Automatic Bicycle Scooter,Automatic Bicycle Scooter by Rollins LLC is a eco-friendly; waterproof; lightweight; compact product for customers shopping in Clothing & Apparel.,"Gibson, White and Booker",Clothing & Apparel,French
92,vJawAjKZCH,Ultra Mixer Router Phone,Ultra Mixer Router Phone by Duffy-Arellano is a waterproof; premium product for customers shopping in Office Supplies.,Shea Inc,Office Supplies,German
93,MLVLqzxlTK,Wireless Webcam Trimmer Projector Mini Digital,"Wireless Webcam Trimmer Projector Mini Digital by Booth, Kerr and Martinez is a rechargeable; lightweight; eco-friendly product for customers shopping in Kids' Clothing.",Ball Ltd,Kids' Clothing,German
94,jWzRLMr6QL,Wireless Dock Mixer Router,"Wireless Dock Mixer Router by Meza, Gonzalez and Swanson is a rechargeable; eco-friendly; wireless; waterproof product for customers shopping in Fragrances.",Colon-Joyce,Fragrances,Italian
95,itu1VIBcO7,Advanced Camera Wireless Mini,Advanced Camera Wireless Mini by Watts-Lester is a waterproof; portable; rechargeable; compact product for customers shopping in Kitchen Appliances.,Vasquez-Oconnell,Kitchen Appliances,Portuguese
96,l3o4QExJZc,Ultra Headphones,Ultra Headphones by Stevens Group is a portable; rechargeable product for customers shopping in Clothing & Apparel.,Hogan-Mitchell,Clothing & Apparel,German
97,K3Nfvdutv7,Automatic Drone Vacuum,"Automatic Drone Vacuum by Pratt, Hudson and Sheppard is a waterproof; wireless product for customers shopping in Fragrances.",Leon-Pineda,Fragrances,Dutch
98,KvPazOZ8Xv,Ultra Speaker Keyboard Eco Lite,Ultra Speaker Keyboard Eco Lite by Tran-Davenport is a rechargeable; wireless product for customers shopping in Sports & Outdoors.,Mcknight and Sons,Sports & Outdoors,Dutch
99,kwbpJd25mX,Grill Grill Scale,Grill Grill Scale by Browning Ltd is a rechargeable; premium; lightweight product for customers shopping in Sports & Outdoors.,"Fleming, Mckee and Maxwell",Sports & Outdoors,German
100,Mt4ppfqjMV,Smart Cooler Silent X Mini,"Smart Cooler Silent X Mini by Rosales, Gallegos and Mcdonald is a rechargeable; wireless; waterproof product for customers shopping in Cycling.",Mccoy Ltd,Cycling,Italian
